title,published,description,view_count,like_count,dislike_count,comment_count,owner
MySQL Tutorial for Beginners [Full Course],2019-03-20T00:50:32Z,"MySQL tutorial for beginners - Learn MySQL, the world's most popular open source database.
🔥 Want to master MySQL? Get the full MySQL course: http://bit.ly/2uAoPM3
👍 Subscribe for more SQL tutorials like this: https://goo.gl/6PYaGF

⭐️Want to learn more from me? Check out these links: 

Courses: https://codewithmosh.com
Twitter: https://twitter.com/moshhamedani
Facebook: https://www.facebook.com/programmingwithmosh/
Blog: https://programmingwithmosh.com 

📕Get my FREE SQL cheat sheet: 
http://bit.ly/2JCO73l

📔Scripts to create the databases in this course:
https://bit.ly/3rvtqdO

TABLE OF CONTENT

0:00:00 Introduction
0:01:02 What is SQL?
0:04:24 Cheat Sheet
0:04:50 Installing MySQL on Mac
0:09:48 Installing MySQL on Windows
0:15:08 Creating the Databases for this Course 
0:23:40 The SELECT Statement
0:29:30 The SELECT Clause
0:38:18 The WHERE Clause
0:43:35 The AND, OR, and NOT Operators 
0:51:38 The IN Operator
0:54:41 The BETWEEN Operator
0:56:53 The LIKE Operator
1:02:31 The REGEXP Operator
1:11:51 The IS NULL Operator
1:14:18 The ORDER BY Operator
1:21:23 The LIMIT Operator
1:24:50 Inner Joins
1:33:16 Joining Across Databases
1:36:03 Self Joins
1:40:17 Joining Multiple Tables
1:47:03 Compound Join Conditions
1:50:44 Implicit Join Syntax
1:53:04 Outer Joins
1:59:31 Outer Join Between Multiple Tables 
2:05:50 Self Outer Joins
2:08:02 The USING Clause
2:13:25 Natural Joins
2:14:46 Cross Joins
2:18:01 Unions
2:26:29 Column Attributes
2:29:54 Inserting a Single Row 
2:35:40 Inserting Multiple Rows 
2:38:58 Inserting Hierarchical Rows 
2:44:51 Creating a Copy of a Table 
2:53:38 Updating a Single Row 
2:57:33 Updating Multiple Rows 
3:00:47 Using Subqueries in Updates 
3:06:24 Deleting Rows
3:07:48 Restoring Course Databases

If you're looking for a complete SQL tutorial for beginners with examples, this tutorial is a great way to learn SQL basics. Just follow through and you'll be able to write SQL queries in no time. 

SQL, short for Structured Query Language, is a language used by software developers, data scientists and anyone who works with data. With SQL, you can store data in relational databases and write queries to extract valuable information. 

There are various database management systems (DBMS) that support SQL but each product has its own implementation of SQL. In this course, we'll be using MySQL to learn SQL. MySQL is the most popular free and open-source database management system in the world. If you use a different DBMS (eg SQL Server), you can still benefit from this course as 90% of the skills you'll learn in this course can be transferred to other database management systems.",5751840,139539,0,6905,mosh
Python Tutorial - Python for Beginners [Full Course],2019-02-18T15:00:08Z,"Python tutorial - Python for beginners - Go from Zero to Hero with Python (includes machine learning & web development project).
👍 Enjoyed this video? Please vote for me for Top Tech YouTuber: https://bit.ly/34CIUn3
🔥 Want to master Python? Get my Python mastery course: http://bit.ly/35BLHHP
👍 Subscribe for more Python tutorials like this: https://goo.gl/6PYaGF

👉 Watch the new edition: https://youtu.be/kqtD5dpn9C8

📕 Get my FREE Python cheat sheet: http://bit.ly/2Gp80s6

Want to learn more from me? 

Courses: https://codewithmosh.com
Twitter: https://twitter.com/moshhamedani
Facebook: https://www.facebook.com/programmingwithmosh/
Blog: http://programmingwithmosh.com

#Python, #MachineLearning, #WebDevelopment

🔗Supplementary Materials (Spreadsheet): https://bit.ly/3cb2YNo

📔Python Exercises for Beginners: https://goo.gl/1XnQB1

⭐My Favorite Python Books
- Python Crash Course: https://amzn.to/2GqMdjG
- Automate the Boring Stuff with Python: https://amzn.to/2N71d6S
- A Smarter Way to Learn Python: https://amzn.to/2UZa6lE
- Machine Learning for Absolute Beginners: https://amzn.to/2Gs0koL
- Hands-on Machine Learning with scikit-learn and TensorFlow: https://amzn.to/2IdUuJy

TABLE OF CONTENT

00:00:00 Introduction
00:01:49 Installing Python 3
00:06:10 Your First Python Program
00:08:11 How Python Code Gets Executed 
00:11:24 How Long It Takes To Learn Python 
00:13:03 Variables
00:18:21 Receiving Input
00:22:16 Python Cheat Sheet
00:22:46 Type Conversion
00:29:31 Strings
00:37:36 Formatted Strings
00:40:50 String Methods
00:48:33 Arithmetic Operations
00:51:33 Operator Precedence
00:55:04 Math Functions
00:58:17 If Statements
01:06:32 Logical Operators
01:11:25 Comparison Operators
01:16:17 Weight Converter Program 
01:20:43 While Loops
01:24:07 Building a Guessing Game
01:30:51 Building the Car Game
01:41:48 For Loops
01:47:46 Nested Loops
01:55:50 Lists
02:01:45 2D Lists
02:05:11 My Complete Python Course 
02:06:00 List Methods
02:13:25 Tuples
02:15:34 Unpacking
02:18:21 Dictionaries
02:26:21 Emoji Converter
02:30:31 Functions
02:35:21 Parameters
02:39:24 Keyword Arguments 
02:44:45 Return Statement
02:48:55 Creating a Reusable Function 
02:53:42 Exceptions
02:59:14 Comments
03:01:46 Classes
03:07:46 Constructors
03:14:41 Inheritance
03:19:33 Modules
03:30:12 Packages
03:36:22 Generating Random Values
03:44:37 Working with Directories 
03:50:47 Pypi and Pip
03:55:34 Project 1: Automation with Python
04:10:22 Project 2: Machine Learning with Python 
04:58:37 Project 3: Building a Website with Django",24251231,730571,0,46880,mosh
How to Learn to Code and Make $60k+ a Year,2019-01-08T21:43:10Z,"Wondering how to learn to code? What programming languages to learn? Watch this video to find out. 
Python tutorial for beginners: https://youtu.be/_uQrJ0TkZlc

This video answers the frequently asked questions by beginners who want to learn how to code fast:

- What you need to learn to code
- What programming languages you should learn 
- Where to learn to code
- Why colleges are a waste of time 
- How long it takes to learn programming and get a job
- How to prepare for programming job interviews 

🔥Subscribe for more tutorials like this: https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1


LEARNING RESOURCES
Learn how to code with Python: 
https://youtu.be/_uQrJ0TkZlc

Ask your questions here: 
http://stackoverflow.com 
 
Python exercises for beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/


PREPARING FOR JOBS 
Upload your code to http://github.com 


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",2181056,93596,0,6431,mosh
Mosh's Xmas Present 2018,2018-12-16T19:26:17Z,"Enjoy one of these presents below: 
$12 courses: use coupon code XMAS2018C on codewithmosh.com
First-month subscription for $5: http://bit.ly/xmas2018m
$70 off our annual subscription: http://bit.ly/xmas2018a",64947,1767,0,200,mosh
Python Practice - Interview Question - Fizz Buzz | Mosh,2018-11-19T15:00:12Z,"Fizz buzz is a popular Python interview question. Watch this video and practice Python.

🔥Subscribe for more Python tutorials like this: https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

🔥Python for Beginners Tutorial: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",65202,1281,0,114,mosh
How to Sort Lists in Python - Python Tutorial for Absolute Beginners | Mosh,2018-11-16T15:00:00Z,"How to sort lists in Python. Learn Python basics with this Python tutorial for beginners.

🔥Subscribe for more Python tutorials like this: https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

🔥Python for Beginners Tutorial: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",28219,547,0,14,mosh
Map and Filter Functions in Python - Python Tutorial for Absolute Beginners | Mosh,2018-11-15T15:00:00Z,"Confused about map, filter and lambda functions in Python? Watch this Python tutorial.

🔥Subscribe for more Python tutorials like this: https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

🔥Python for Beginners Tutorial: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",33292,656,0,28,mosh
What are Sets in Python? Python Tutorial for Absolute Beginners | Mosh,2018-11-14T15:00:05Z,"What are sets in Python? How to use sets in Python? This Python tutorial explains it. 

🔥Subscribe for more Python tutorials like this: https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

🔥Python for Beginners Tutorial: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",27017,601,0,22,mosh
Mosh's Black Friday Sales (2018),2018-11-14T02:43:55Z,"Get UNLIMITED ACCESS to ALL of Mosh's courses using one of the following subscription deals: 
🔥First-month subscription for $5: http://bit.ly/bf2018m
🔥50% off annual subscription: http://bit.ly/bf2018a",229266,793,0,108,mosh
Python Stacks - Python Tutorial for Absolute Beginners | Mosh,2018-11-13T15:00:02Z,"Learn how to use stacks in Python. 

🔥Subscribe for more Python tutorials like this: https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

🔥Python for Beginners Tutorial: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",68920,1203,0,47,mosh
Python Variables - Python Tutorial for Beginners with Examples | Mosh,2018-11-12T15:00:02Z,"Python variables and data types explained. Learn Python basics with this Python tutorial for beginners. 

🔥Subscribe for more Python tutorials like this: https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

🔥Python for Beginners Tutorial: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",62639,1045,0,47,mosh
How to Use Strings in Python - Python Tutorial for Beginners,2018-11-09T15:00:01Z,"How to use strings in Python. Learn Python basics with this Python tutorial for beginners. 
🔥Subscribe for more Python tutorials like this: https://goo.gl/SjXTT7
🔥Python tutorial for beginners: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",82667,1505,0,54,mosh
How to Use Lists in Python,2018-11-08T15:00:00Z,"How to use lists in Python. Learn Python basics with this Python tutorial for beginners. 
🔥Subscribe for more Python tutorials like this: https://goo.gl/SjXTT7
🔥Python tutorial for beginners: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",81229,1645,0,56,mosh
Control Flow in Python - If Elif Else Statements,2018-11-06T20:30:54Z,"Learn how to use if elif else statements in Python to control the flow of your programs. 
🔥Subscribe for more videos like this: https://goo.gl/6PYaGF
🔥Python tutorial for beginners: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",98007,1896,0,77,mosh
Python Functions | Python Tutorial for Absolute Beginners #1,2018-11-06T15:00:11Z,"Learn all about Python functions, *args, **kwargs with this Python tutorial for beginners. 
🔥Complete Python course for beginners: https://youtu.be/_uQrJ0TkZlc
🔥Subscribe for more videos like this: https://goo.gl/6PYaGF


Functions are one of the fundamental building blocks of Python and most programming languages that have ever existed. In this tutorial, you'll learn everything you need to know about functions in Python. 

You'll learn all about creating and calling functions, as well as working with parameters, arguments, keyword arguments, default arguments, and much, much more. 

This is one of the many Python tutorials for beginners I've added to my channel. 


Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",316747,6350,0,232,mosh
Python For Loops - Python Tutorial for Absolute Beginners,2018-11-05T15:00:00Z,"Python for loops. Learn Python basics with this Python tutorial for absolute beginners.
🔥Subscribe for more videos like this: https://goo.gl/6PYaGF
🔥Python tutorial for beginners: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani",153710,3132,0,144,mosh
